Date,Gold 999.9,Gold 995.0,Silver
2023-02-17,Rs. 87875.00,Rs. 0.00,Rs. 1093.00
2023-02-16,Rs. 88305.00,Rs. 0.00,Rs. 1102.00
2023-02-15,Rs. 88820.00,Rs. 0.00,Rs. 1106.00
2023-02-14,Rs. 88990.00,Rs. 0.00,Rs. 1110.00
2023-02-13,Rs. 89165.00,Rs. 0.00,Rs. 1110.00
2023-02-12,Rs. 89165.00,Rs. 0.00,Rs. 1110.00
2023-02-10,Rs. 88820.00,Rs. 0.00,Rs. 1106.00
2023-02-09,Rs. 89935.00,Rs. 0.00,Rs. 1132.00
2023-02-08,Rs. 89850.00,Rs. 0.00,Rs. 1127.50
2023-02-07,Rs. 89680.00,Rs. 0.00,Rs. 1132.00
2023-02-05,Rs. 89250.00,Rs. 0.00,Rs. 1132.00
2023-02-03,Rs. 90965.00,Rs. 0.00,Rs. 1170.00
2023-02-02,Rs. 92165.00,Rs. 0.00,Rs. 1196.00
2023-02-01,Rs. 91135.00,Rs. 0.00,Rs. 1174.50
2023-01-31,Rs. 90705.00,Rs. 0.00,Rs. 1170.00
2023-01-30,Rs. 91135.00,Rs. 0.00,Rs. 1170.00
2023-01-29,Rs. 90880.00,Rs. 0.00,Rs. 1170.00
2023-01-27,Rs. 90705.00,Rs. 0.00,Rs. 1183.00
2023-01-26,Rs. 91650.00,Rs. 0.00,Rs. 1183.00
2023-01-25,Rs. 91050.00,Rs. 0.00,Rs. 1170.00
2023-01-24,Rs. 91135.00,Rs. 0.00,Rs. 1170.00
2023-01-23,Rs. 90280.00,Rs. 0.00,Rs. 1183.00
2023-01-22,Rs. 90020.00,Rs. 0.00,Rs. 1179.00
2023-01-20,Rs. 90190.00,Rs. 0.00,Rs. 1179.00
2023-01-19,Rs. 89590.00,Rs. 0.00,Rs. 1162.00
2023-01-18,Rs. 89590.00,Rs. 0.00,Rs. 1179.00
2023-01-17,Rs. 90105.00,Rs. 0.00,Rs. 1192.00
2023-01-16,Rs. 90190.00,Rs. 0.00,Rs. 1200.00
2023-01-15,Rs. 90020.00,Rs. 0.00,Rs. 1192.00
2023-01-14,Rs. 90020.00,Rs. 0.00,Rs. 1192.00
2023-01-13,Rs. 89080.00,Rs. 0.00,Rs. 1170.00
2023-01-12,Rs. 88650.00,Rs. 0.00,Rs. 1166.00
2023-01-11,Rs. 88480.00,Rs. 0.00,Rs. 1170.00
2023-01-10,Rs. 88735.00,Rs. 0.00,Rs. 1170.00
2023-01-09,Rs. 89080.00,Rs. 0.00,Rs. 1192.00
2023-01-08,Rs. 88565.00,Rs. 0.00,Rs. 1183.00
2023-01-06,Rs. 87705.00,Rs. 0.00,Rs. 1170.00
2023-01-05,Rs. 88390.00,Rs. 0.00,Rs. 1187.50
2023-01-04,Rs. 88220.00,Rs. 0.00,Rs. 1200.00
2023-01-03,Rs. 87965.00,Rs. 0.00,Rs. 1209.00
2023-01-02,Rs. 87190.00,Rs. 0.00,Rs. 1200.00
2023-01-01,Rs. 87190.00,Rs. 0.00,Rs. 1200.00
2022-12-30,Rs. 86935.00,Rs. 0.00,Rs. 1196.00
2022-12-29,Rs. 86505.00,Rs. 0.00,Rs. 1183.00
2022-12-28,Rs. 86675.00,Rs. 0.00,Rs. 1200.00
2022-12-27,Rs. 86335.00,Rs. 0.00,Rs. 1192.00
2022-12-26,Rs. 86165.00,Rs. 0.00,Rs. 1192.00
2022-12-25,Rs. 86165.00,Rs. 0.00,Rs. 1192.00
2022-12-23,Rs. 85990.00,Rs. 0.00,Rs. 1192.00
2022-12-22,Rs. 87020.00,Rs. 0.00,Rs. 1204.50
2022-12-21,Rs. 86765.00,Rs. 0.00,Rs. 1200.00
2022-12-20,Rs. 86075.00,Rs. 0.00,Rs. 1179.00
2022-12-19,Rs. 86165.00,Rs. 0.00,Rs. 1183.00
2022-12-18,Rs. 86165.00,Rs. 0.00,Rs. 1183.00
2022-12-16,Rs. 85650.00,Rs. 0.00,Rs. 1174.50
2022-12-15,Rs. 85990.00,Rs. 0.00,Rs. 1183.00
2022-12-14,Rs. 86590.00,Rs. 0.00,Rs. 1200.00
2022-12-13,Rs. 85735.00,Rs. 0.00,Rs. 1192.00
2022-12-12,Rs. 85905.00,Rs. 0.00,Rs. 1192.00
2022-12-11,Rs. 86165.00,Rs. 0.00,Rs. 1200.00
2022-12-09,Rs. 85990.00,Rs. 0.00,Rs. 1192.00
2022-12-08,Rs. 85475.00,Rs. 0.00,Rs. 1166.00
2022-12-07,Rs. 85135.00,Rs. 0.00,Rs. 1157.50
2022-12-06,Rs. 85135.00,Rs. 0.00,Rs. 1157.50
2022-12-05,Rs. 85650.00,Rs. 0.00,Rs. 1187.50
2022-12-04,Rs. 85305.00,Rs. 0.00,Rs. 1174.50
2022-12-02,Rs. 84960.00,Rs. 0.00,Rs. 1153.00
2022-12-01,Rs. 84105.00,Rs. 0.00,Rs. 1140.00
2022-11-30,Rs. 83675.00,Rs. 0.00,Rs. 1106.00
2022-11-29,Rs. 83505.00,Rs. 0.00,Rs. 1101.50
2022-11-28,Rs. 83590.00,Rs. 0.00,Rs. 1101.50
2022-11-27,Rs. 83850.00,Rs. 0.00,Rs. 1110.00
2022-11-25,Rs. 83850.00,Rs. 0.00,Rs. 1110.00
2022-11-24,Rs. 83850.00,Rs. 0.00,Rs. 1119.00
2022-11-23,Rs. 82990.00,Rs. 0.00,Rs. 1093.00
2022-11-22,Rs. 83335.00,Rs. 0.00,Rs. 1097.50
2022-11-21,Rs. 83590.00,Rs. 0.00,Rs. 1084.50
2022-11-18,Rs. 84105.00,Rs. 0.00,Rs. 1097.00
2022-11-17,Rs. 84020.00,Rs. 0.00,Rs. 1101.50
2022-11-16,Rs. 84360.00,Rs. 0.00,Rs. 1110.00
2022-11-15,Rs. 84190.00,Rs. 0.00,Rs. 1136.00
2022-11-14,Rs. 83335.00,Rs. 0.00,Rs. 1110.00
2022-11-13,Rs. 83420.00,Rs. 0.00,Rs. 1114.50
2022-11-11,Rs. 82905.00,Rs. 0.00,Rs. 1110.00
2022-11-10,Rs. 81790.00,Rs. 0.00,Rs. 1102.00
2022-11-09,Rs. 81790.00,Rs. 0.00,Rs. 1110.00
2022-11-08,Rs. 80590.00,Rs. 0.00,Rs. 1084.50
2022-11-07,Rs. 80845.00,Rs. 0.00,Rs. 1084.50
2022-11-06,Rs. 81020.00,Rs. 0.00,Rs. 1093.00
2022-11-04,Rs. 79820.00,Rs. 0.00,Rs. 1050.00
2022-11-03,Rs. 79905.00,Rs. 0.00,Rs. 1042.00
2022-11-02,Rs. 80245.00,Rs. 0.00,Rs. 1050.00
2022-11-01,Rs. 79820.00,Rs. 0.00,Rs. 1041.50
2022-10-31,Rs. 79730.00,Rs. 0.00,Rs. 1029.00
2022-10-30,Rs. 79730.00,Rs. 0.00,Rs. 1029.00
2022-10-24,Rs. 80590.00,Rs. 0.00,Rs. 1041.50
2022-10-23,Rs. 80590.00,Rs. 0.00,Rs. 1041.50
2022-10-22,Rs. 80590.00,Rs. 0.00,Rs. 1041.50
2022-10-21,Rs. 79305.00,Rs. 0.00,Rs. 1003.00
2022-10-20,Rs. 79820.00,Rs. 0.00,Rs. 1003.00
2022-10-19,Rs. 79905.00,Rs. 0.00,Rs. 1007.50
2022-10-18,Rs. 80075.00,Rs. 0.00,Rs. 1011.50
2022-10-17,Rs. 79990.00,Rs. 0.00,Rs. 994.50
2022-10-16,Rs. 79820.00,Rs. 0.00,Rs. 994.50
2022-10-14,Rs. 80675.00,Rs. 0.00,Rs. 1016.00
2022-10-13,Rs. 80760.00,Rs. 0.00,Rs. 1020.00
2022-10-11,Rs. 80590.00,Rs. 0.00,Rs. 1041.50
2022-10-10,Rs. 81620.00,Rs. 0.00,Rs. 1054.50
2022-10-09,Rs. 82305.00,Rs. 0.00,Rs. 1076.00
2022-09-30,Rs. 79730.00,Rs. 0.00,Rs. 1003.00
2022-09-29,Rs. 79560.00,Rs. 0.00,Rs. 1003.00
2022-09-28,Rs. 78530.00,Rs. 0.00,Rs. 982.00
2022-09-27,Rs. 78360.00,Rs. 0.00,Rs. 986.00
2022-09-26,Rs. 78705.00,Rs. 0.00,Rs. 994.50
2022-09-25,Rs. 78705.00,Rs. 0.00,Rs. 1003.00
2022-09-23,Rs. 79560.00,Rs. 0.00,Rs. 1029.00
2022-09-22,Rs. 78705.00,Rs. 0.00,Rs. 1016.00
2022-09-21,Rs. 78275.00,Rs. 0.00,Rs. 1003.00
2022-09-20,Rs. 78705.00,Rs. 0.00,Rs. 1012.00
2022-09-19,Rs. 78360.00,Rs. 0.00,Rs. 1007.50
2022-09-18,Rs. 78705.00,Rs. 0.00,Rs. 1016.00
2022-09-16,Rs. 78445.00,Rs. 0.00,Rs. 1003.00
2022-09-15,Rs. 79305.00,Rs. 0.00,Rs. 1011.50
2022-09-14,Rs. 79560.00,Rs. 0.00,Rs. 1007.50
2022-09-13,Rs. 80160.00,Rs. 0.00,Rs. 1016.00
2022-09-12,Rs. 80245.00,Rs. 0.00,Rs. 986.00
2022-09-11,Rs. 80505.00,Rs. 0.00,Rs. 986.00
2022-09-09,Rs. 80505.00,Rs. 0.00,Rs. 986.00
2022-09-08,Rs. 80420.00,Rs. 0.00,Rs. 973.00
2022-09-07,Rs. 79735.00,Rs. 0.00,Rs. 951.50
2022-09-06,Rs. 80590.00,Rs. 0.00,Rs. 964.50
2022-09-05,Rs. 80335.00,Rs. 0.00,Rs. 956.00
2022-09-04,Rs. 80245.00,Rs. 0.00,Rs. 951.50
2022-09-02,Rs. 79735.00,Rs. 0.00,Rs. 947.50
2022-09-01,Rs. 79820.00,Rs. 0.00,Rs. 943.00
2022-08-31,Rs. 80590.00,Rs. 0.00,Rs. 969.00
2022-08-30,Rs. 81275.00,Rs. 0.00,Rs. 981.50
2022-08-29,Rs. 81020.00,Rs. 0.00,Rs. 981.50
2022-08-28,Rs. 81535.00,Rs. 0.00,Rs. 994.50
2022-08-26,Rs. 82135.00,Rs. 0.00,Rs. 1007.50
2022-08-25,Rs. 82135.00,Rs. 0.00,Rs. 1007.50
2022-08-24,Rs. 81705.00,Rs. 0.00,Rs. 999.00
2022-08-23,Rs. 81450.00,Rs. 0.00,Rs. 994.50
2022-08-22,Rs. 81705.00,Rs. 0.00,Rs. 999.00
2022-08-21,Rs. 81875.00,Rs. 0.00,Rs. 1003.00
2022-08-19,Rs. 81875.00,Rs. 0.00,Rs. 1016.00
2022-08-18,Rs. 82220.00,Rs. 0.00,Rs. 1024.50
2022-08-17,Rs. 82475.00,Rs. 0.00,Rs. 1037.00
2022-08-16,Rs. 82905.00,Rs. 0.00,Rs. 1046.00
2022-08-15,Rs. 83505.00,Rs. 0.00,Rs. 1059.00
2022-08-14,Rs. 83850.00,Rs. 0.00,Rs. 1071.50
2022-08-12,Rs. 83420.00,Rs. 0.00,Rs. 1050.00
2022-08-11,Rs. 82820.00,Rs. 0.00,Rs. 1050.00
2022-08-10,Rs. 83250.00,Rs. 0.00,Rs. 1054.50
2022-08-09,Rs. 83075.00,Rs. 0.00,Rs. 1063.00
2022-08-08,Rs. 82560.00,Rs. 0.00,Rs. 1033.00
2022-08-07,Rs. 82560.00,Rs. 0.00,Rs. 1033.00
2022-08-05,Rs. 82990.00,Rs. 0.00,Rs. 1046.00
2022-08-04,Rs. 82390.00,Rs. 0.00,Rs. 1037.50
2022-08-03,Rs. 81705.00,Rs. 0.00,Rs. 1037.00
2022-08-02,Rs. 81960.00,Rs. 0.00,Rs. 1046.00
2022-08-01,Rs. 81790.00,Rs. 0.00,Rs. 1046.00
2022-07-31,Rs. 82135.00,Rs. 0.00,Rs. 1054.50
2022-07-29,Rs. 81960.00,Rs. 0.00,Rs. 1046.00
2022-07-28,Rs. 81275.00,Rs. 0.00,Rs. 1016.00
2022-07-27,Rs. 80590.00,Rs. 0.00,Rs. 990.00
2022-07-26,Rs. 80760.00,Rs. 0.00,Rs. 986.00
2022-07-25,Rs. 80930.00,Rs. 0.00,Rs. 990.00
2022-07-24,Rs. 81020.00,Rs. 0.00,Rs. 990.00
2022-07-22,Rs. 80590.00,Rs. 0.00,Rs. 999.00
2022-07-21,Rs. 79735.00,Rs. 0.00,Rs. 990.00
2022-07-20,Rs. 80590.00,Rs. 0.00,Rs. 999.00
2022-07-19,Rs. 80420.00,Rs. 0.00,Rs. 994.50
2022-07-18,Rs. 80590.00,Rs. 0.00,Rs. 999.00
2022-07-17,Rs. 80245.00,Rs. 0.00,Rs. 994.50
2022-07-15,Rs. 80420.00,Rs. 0.00,Rs. 981.50
2022-07-14,Rs. 81105.00,Rs. 0.00,Rs. 1011.50
2022-07-13,Rs. 80850.00,Rs. 0.00,Rs. 1003.00
2022-07-12,Rs. 81020.00,Rs. 0.00,Rs. 1007.50
2022-07-11,Rs. 81190.00,Rs. 0.00,Rs. 1016.00
2022-07-10,Rs. 81275.00,Rs. 0.00,Rs. 1016.00
2022-07-08,Rs. 81105.00,Rs. 0.00,Rs. 1007.50
2022-07-07,Rs. 81105.00,Rs. 0.00,Rs. 1016.00
2022-07-06,Rs. 82305.00,Rs. 0.00,Rs. 1007.50
2022-07-05,Rs. 83675.00,Rs. 0.00,Rs. 1033.00
2022-07-04,Rs. 83590.00,Rs. 0.00,Rs. 1029.00
2022-07-03,Rs. 83590.00,Rs. 0.00,Rs. 1029.00
2022-07-01,Rs. 83335.00,Rs. 0.00,Rs. 1037.50
2022-06-30,Rs. 83590.00,Rs. 0.00,Rs. 1059.00
2022-06-29,Rs. 83850.00,Rs. 0.00,Rs. 1063.00
2022-06-28,Rs. 83760.00,Rs. 0.00,Rs. 1076.00
2022-06-27,Rs. 83760.00,Rs. 0.00,Rs. 1076.00
2022-06-26,Rs. 83420.00,Rs. 0.00,Rs. 1067.50
2022-06-24,Rs. 83335.00,Rs. 0.00,Rs. 1063.00
2022-06-23,Rs. 83590.00,Rs. 0.00,Rs. 1072.00
2022-06-22,Rs. 83420.00,Rs. 0.00,Rs. 1076.00
2022-06-21,Rs. 83760.00,Rs. 0.00,Rs. 1084.50
2022-06-20,Rs. 83760.00,Rs. 0.00,Rs. 1084.50
2022-06-19,Rs. 83590.00,Rs. 0.00,Rs. 1084.50
2022-06-17,Rs. 83850.00,Rs. 0.00,Rs. 1093.00
2022-06-16,Rs. 83420.00,Rs. 0.00,Rs. 1084.50
2022-06-15,Rs. 82735.00,Rs. 0.00,Rs. 1067.50
2022-06-14,Rs. 83250.00,Rs. 0.00,Rs. 1067.50
2022-06-13,Rs. 84790.00,Rs. 0.00,Rs. 1084.50
2022-06-12,Rs. 85050.00,Rs. 0.00,Rs. 1097.50
2022-06-10,Rs. 83765.00,Rs. 0.00,Rs. 1084.50
2022-06-09,Rs. 84020.00,Rs. 0.00,Rs. 1097.50
2022-06-08,Rs. 83590.00,Rs. 0.00,Rs. 1097.50
2022-06-07,Rs. 83590.00,Rs. 0.00,Rs. 1093.00
2022-06-06,Rs. 84105.00,Rs. 0.00,Rs. 1106.00
2022-06-05,Rs. 83935.00,Rs. 0.00,Rs. 1093.00
2022-06-03,Rs. 84450.00,Rs. 0.00,Rs. 1106.00
2022-06-02,Rs. 83675.00,Rs. 0.00,Rs. 1084.50
2022-06-01,Rs. 83335.00,Rs. 0.00,Rs. 1072.00
2022-05-31,Rs. 84020.00,Rs. 0.00,Rs. 1089.00
2022-05-30,Rs. 84190.00,Rs. 0.00,Rs. 1102.00
2022-05-29,Rs. 84020.00,Rs. 0.00,Rs. 1097.50
2022-05-27,Rs. 84020.00,Rs. 0.00,Rs. 1097.50
2022-05-26,Rs. 83850.00,Rs. 0.00,Rs. 1089.00
2022-05-25,Rs. 84190.00,Rs. 0.00,Rs. 1093.00
2022-05-24,Rs. 84020.00,Rs. 0.00,Rs. 1089.00
2022-05-23,Rs. 84020.00,Rs. 0.00,Rs. 1089.00
2022-05-22,Rs. 84020.00,Rs. 0.00,Rs. 1089.00
2022-05-20,Rs. 83420.00,Rs. 0.00,Rs. 1089.00
2022-05-19,Rs. 82560.00,Rs. 0.00,Rs. 1076.00
2022-05-18,Rs. 82135.00,Rs. 0.00,Rs. 1071.50
2022-05-17,Rs. 82905.00,Rs. 0.00,Rs. 1080.00
2022-05-16,Rs. 82735.00,Rs. 0.00,Rs. 1063.00
2022-05-15,Rs. 82735.00,Rs. 0.00,Rs. 1063.00
2022-05-12,Rs. 83850.00,Rs. 0.00,Rs. 1071.50
2022-05-11,Rs. 83160.00,Rs. 0.00,Rs. 1067.50
2022-05-10,Rs. 84020.00,Rs. 0.00,Rs. 1093.00
2022-05-09,Rs. 84620.00,Rs. 0.00,Rs. 1102.00
2022-05-08,Rs. 84535.00,Rs. 0.00,Rs. 1071.50
2022-05-06,Rs. 84020.00,Rs. 0.00,Rs. 1097.50
2022-05-05,Rs. 84535.00,Rs. 0.00,Rs. 1119.00
2022-05-04,Rs. 83335.00,Rs. 0.00,Rs. 1106.00
2022-05-03,Rs. 83335.00,Rs. 0.00,Rs. 1106.00
2022-05-02,Rs. 84190.00,Rs. 0.00,Rs. 1106.00
2022-05-01,Rs. 84875.00,Rs. 0.00,Rs. 1114.50
2022-04-29,Rs. 85050.00,Rs. 0.00,Rs. 1131.50
2022-04-28,Rs. 84020.00,Rs. 0.00,Rs. 1131.50
2022-04-27,Rs. 84875.00,Rs. 0.00,Rs. 1149.00
2022-04-26,Rs. 85135.00,Rs. 0.00,Rs. 1157.50
2022-04-25,Rs. 85905.00,Rs. 0.00,Rs. 1157.50
2022-04-24,Rs. 86165.00,Rs. 0.00,Rs. 1166.00
2022-04-22,Rs. 86505.00,Rs. 0.00,Rs. 1166.00
2022-04-21,Rs. 86505.00,Rs. 0.00,Rs. 1183.00
2022-04-20,Rs. 86250.00,Rs. 0.00,Rs. 1187.50
2022-04-19,Rs. 87535.00,Rs. 0.00,Rs. 1217.50
2022-04-18,Rs. 87875.00,Rs. 0.00,Rs. 1217.50
2022-04-17,Rs. 87450.00,Rs. 0.00,Rs. 1213.00
2022-04-15,Rs. 87450.00,Rs. 0.00,Rs. 1213.00
2022-04-14,Rs. 87105.00,Rs. 0.00,Rs. 1209.00
2022-04-13,Rs. 87020.00,Rs. 0.00,Rs. 1200.00
2022-04-12,Rs. 86505.00,Rs. 0.00,Rs. 1183.00
2022-04-11,Rs. 85820.00,Rs. 0.00,Rs. 1170.00
2022-04-10,Rs. 85990.00,Rs. 0.00,Rs. 1170.00
2022-04-08,Rs. 85305.00,Rs. 0.00,Rs. 1161.50
2022-04-07,Rs. 84875.00,Rs. 0.00,Rs. 1153.00
2022-04-06,Rs. 84450.00,Rs. 0.00,Rs. 1144.50
2022-04-05,Rs. 84705.00,Rs. 0.00,Rs. 1149.00
2022-04-04,Rs. 84620.00,Rs. 0.00,Rs. 1157.50
2022-04-03,Rs. 85135.00,Rs. 0.00,Rs. 1166.00
2022-04-01,Rs. 85475.00,Rs. 0.00,Rs. 1166.00
2022-03-31,Rs. 84790.00,Rs. 0.00,Rs. 1157.50
2022-03-30,Rs. 84705.00,Rs. 0.00,Rs. 1166.00
2022-03-29,Rs. 85050.00,Rs. 0.00,Rs. 1174.50
2022-03-28,Rs. 86165.00,Rs. 0.00,Rs. 1183.00
2022-03-27,Rs. 86505.00,Rs. 0.00,Rs. 1200.00
2022-03-25,Rs. 86505.00,Rs. 0.00,Rs. 1200.00
2022-03-24,Rs. 85990.00,Rs. 0.00,Rs. 1179.00
2022-03-23,Rs. 85050.00,Rs. 0.00,Rs. 1174.50
2022-03-22,Rs. 85990.00,Rs. 0.00,Rs. 1196.00
2022-03-21,Rs. 85305.00,Rs. 0.00,Rs. 1179.00
2022-03-20,Rs. 85050.00,Rs. 0.00,Rs. 1179.00
2022-03-18,Rs. 85565.00,Rs. 0.00,Rs. 1187.50
2022-03-16,Rs. 85135.00,Rs. 0.00,Rs. 1174.50
2022-03-15,Rs. 86165.00,Rs. 0.00,Rs. 1183.00
2022-03-14,Rs. 87705.00,Rs. 0.00,Rs. 1213.00
2022-03-13,Rs. 88135.00,Rs. 0.00,Rs. 1222.00
2022-03-11,Rs. 87965.00,Rs. 0.00,Rs. 1213.00
2022-03-10,Rs. 87450.00,Rs. 0.00,Rs. 1204.50
2022-03-09,Rs. 90450.00,Rs. 0.00,Rs. 1243.00
2022-03-08,Rs. 88305.00,Rs. 0.00,Rs. 1209.00
2022-03-07,Rs. 88305.00,Rs. 0.00,Rs. 1222.00
2022-03-06,Rs. 87365.00,Rs. 0.00,Rs. 1213.00
2022-03-04,Rs. 85650.00,Rs. 0.00,Rs. 1183.00
2022-03-03,Rs. 84875.00,Rs. 0.00,Rs. 1183.00
2022-03-02,Rs. 85305.00,Rs. 0.00,Rs. 1179.00
2022-03-01,Rs. 83675.00,Rs. 0.00,Rs. 1144.50
2022-02-28,Rs. 84190.00,Rs. 0.00,Rs. 1149.00
2022-02-27,Rs. 82820.00,Rs. 0.00,Rs. 1110.00
2022-02-25,Rs. 84020.00,Rs. 0.00,Rs. 1144.50
2022-02-24,Rs. 84875.00,Rs. 0.00,Rs. 1162.00
2022-02-23,Rs. 82735.00,Rs. 0.00,Rs. 1132.00
2022-02-22,Rs. 83160.00,Rs. 0.00,Rs. 1127.50
2022-02-21,Rs. 82475.00,Rs. 0.00,Rs. 1114.50
2022-02-20,Rs. 82820.00,Rs. 0.00,Rs. 1119.00
2022-02-18,Rs. 82735.00,Rs. 0.00,Rs. 1119.00
2022-02-17,Rs. 82390.00,Rs. 0.00,Rs. 1110.00
2022-02-16,Rs. 81535.00,Rs. 0.00,Rs. 1102.00
2022-02-15,Rs. 82905.00,Rs. 0.00,Rs. 1132.00
2022-02-14,Rs. 81875.00,Rs. 0.00,Rs. 1114.50
2022-02-13,Rs. 81875.00,Rs. 0.00,Rs. 1114.50
2022-02-11,Rs. 80590.00,Rs. 0.00,Rs. 1097.50
2022-02-10,Rs. 80505.00,Rs. 0.00,Rs. 1097.50
2022-02-09,Rs. 80075.00,Rs. 0.00,Rs. 1097.50
2022-02-08,Rs. 79820.00,Rs. 0.00,Rs. 1080.00
2022-02-07,Rs. 79390.00,Rs. 0.00,Rs. 1076.00
2022-02-06,Rs. 79305.00,Rs. 0.00,Rs. 1071.50
2022-02-04,Rs. 79305.00,Rs. 0.00,Rs. 1071.50
2022-02-03,Rs. 79475.00,Rs. 0.00,Rs. 1076.00
2022-02-02,Rs. 79045.00,Rs. 0.00,Rs. 1076.00
2022-02-01,Rs. 78790.00,Rs. 0.00,Rs. 1063.00
2022-01-31,Rs. 78705.00,Rs. 0.00,Rs. 1063.00
2022-01-30,Rs. 79047.00,Rs. 0.00,Rs. 1072.00
2022-01-28,Rs. 79390.00,Rs. 0.00,Rs. 1084.50
2022-01-27,Rs. 80160.00,Rs. 0.00,Rs. 1106.00
2022-01-26,Rs. 80935.00,Rs. 0.00,Rs. 1114.50
2022-01-25,Rs. 80590.00,Rs. 0.00,Rs. 1114.50
2022-01-24,Rs. 80160.00,Rs. 0.00,Rs. 1127.50
2022-01-23,Rs. 80160.00,Rs. 0.00,Rs. 1127.50
2022-01-21,Rs. 80420.00,Rs. 0.00,Rs. 1136.00
2022-01-20,Rs. 80335.00,Rs. 0.00,Rs. 1127.50
2022-01-19,Rs. 79475.00,Rs. 0.00,Rs. 1102.00
2022-01-18,Rs. 79390.00,Rs. 0.00,Rs. 1076.00
2022-01-17,Rs. 79305.00,Rs. 0.00,Rs. 1076.00
2022-01-16,Rs. 79220.00,Rs. 0.00,Rs. 1071.50
2022-01-14,Rs. 79475.00,Rs. 0.00,Rs. 1080.00
2022-01-13,Rs. 79305.00,Rs. 0.00,Rs. 1076.00
2022-01-12,Rs. 78875.00,Rs. 0.00,Rs. 1059.00
2022-01-11,Rs. 78535.00,Rs. 0.00,Rs. 1054.50
2022-01-10,Rs. 78275.00,Rs. 0.00,Rs. 1046.00
2022-01-09,Rs. 78535.00,Rs. 0.00,Rs. 1050.00
2022-01-07,Rs. 78535.00,Rs. 0.00,Rs. 1050.00
2022-01-06,Rs. 79135.00,Rs. 0.00,Rs. 1059.00
2022-01-05,Rs. 79560.00,Rs. 0.00,Rs. 1080.00
2022-01-04,Rs. 79045.00,Rs. 0.00,Rs. 1071.50
2022-01-03,Rs. 79820.00,Rs. 0.00,Rs. 1084.50
2022-01-02,Rs. 80075.00,Rs. 0.00,Rs. 1089.00
2021-12-31,Rs. 79475.00,Rs. 0.00,Rs. 1080.00
2021-12-30,Rs. 78960.00,Rs. 0.00,Rs. 1067.50
2021-12-29,Rs. 79305.00,Rs. 0.00,Rs. 1080.00
2021-12-28,Rs. 79735.00,Rs. 0.00,Rs. 1080.00
2021-12-27,Rs. 79905.00,Rs. 0.00,Rs. 1071.50
2021-12-26,Rs. 79820.00,Rs. 0.00,Rs. 1080.00
2021-12-24,Rs. 79820.00,Rs. 0.00,Rs. 1080.00
2021-12-23,Rs. 79990.00,Rs. 0.00,Rs. 1080.00
2021-12-22,Rs. 79390.00,Rs. 0.00,Rs. 1067.50
2021-12-21,Rs. 79735.00,Rs. 0.00,Rs. 1059.00
2021-12-20,Rs. 80420.00,Rs. 0.00,Rs. 1067.50
2021-12-19,Rs. 80245.00,Rs. 0.00,Rs. 1067.50
2021-12-17,Rs. 80590.00,Rs. 0.00,Rs. 1071.50
2021-12-16,Rs. 79735.00,Rs. 0.00,Rs. 1059.00
2021-12-15,Rs. 79135.00,Rs. 0.00,Rs. 1037.50
2021-12-14,Rs. 79560.00,Rs. 0.00,Rs. 1037.50
2021-12-13,Rs. 79305.00,Rs. 0.00,Rs. 1020.00
2021-12-12,Rs. 79305.00,Rs. 0.00,Rs. 1020.00
2021-12-10,Rs. 79045.00,Rs. 0.00,Rs. 1016.00
2021-12-09,Rs. 79135.00,Rs. 0.00,Rs. 1029.00
2021-12-08,Rs. 79135.00,Rs. 0.00,Rs. 1029.00
2021-12-07,Rs. 78705.00,Rs. 0.00,Rs. 1020.00
2021-12-06,Rs. 78875.00,Rs. 0.00,Rs. 1029.00
2021-12-05,Rs. 78875.00,Rs. 0.00,Rs. 1029.00
2021-12-03,Rs. 78275.00,Rs. 0.00,Rs. 1020.00
2021-12-02,Rs. 78445.00,Rs. 0.00,Rs. 1020.00
2021-12-01,Rs. 78445.00,Rs. 0.00,Rs. 1029.00
2021-11-30,Rs. 78790.00,Rs. 0.00,Rs. 1033.00
2021-11-29,Rs. 78875.00,Rs. 0.00,Rs. 1046.00
2021-11-28,Rs. 78960.00,Rs. 0.00,Rs. 1037.50
2021-11-26,Rs. 78790.00,Rs. 0.00,Rs. 1050.00
2021-11-25,Rs. 78620.00,Rs. 0.00,Rs. 1054.50
2021-11-24,Rs. 78705.00,Rs. 0.00,Rs. 1050.00
2021-11-23,Rs. 79135.00,Rs. 0.00,Rs. 1076.00
2021-11-22,Rs. 80505.00,Rs. 0.00,Rs. 1089.00
2021-11-21,Rs. 80335.00,Rs. 0.00,Rs. 1080.00
2021-11-19,Rs. 80935.00,Rs. 0.00,Rs. 1093.00
2021-11-18,Rs. 81020.00,Rs. 0.00,Rs. 1097.50
2021-11-17,Rs. 80850.00,Rs. 0.00,Rs. 1097.50
2021-11-16,Rs. 81275.00,Rs. 0.00,Rs. 1106.00
2021-11-15,Rs. 80850.00,Rs. 0.00,Rs. 1097.50
2021-11-14,Rs. 81105.00,Rs. 0.00,Rs. 1110.00
2021-11-12,Rs. 80935.00,Rs. 0.00,Rs. 1102.00
2021-11-11,Rs. 80590.00,Rs. 0.00,Rs. 1089.00
2021-11-10,Rs. 79475.00,Rs. 0.00,Rs. 1071.50
2021-11-09,Rs. 79135.00,Rs. 0.00,Rs. 1071.50
2021-11-08,Rs. 79305.00,Rs. 0.00,Rs. 1071.50
2021-11-04,Rs. 78020.00,Rs. 0.00,Rs. 1050.00
